Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,coordinates,original_latitude,original_longitude,new_latitude,new_longitude
Soho House Austin (Top Floor Club & Kitchen),78704.0,2022-12-19,94,"1011 S CONGRESS AVE AUSTIN, TX 78704 ",12394743,Routine Inspection,"['30.25362', ' -97.7482']",30.25362, -97.7482,30.2531671,-97.7478497
PF - Knuckleheads Smoke N Brew,78660.0,2022-12-19,90,"401 FM 685 RD PFLUGERVILLE, TX 78660 ",12392706,Routine Inspection,"['30.43925', ' -97.61218']",30.43925, -97.61218,30.4390815,-97.6119448
Dollar General # 6619,78660.0,2022-12-19,100,"2205 W PECAN ST AUSTIN, TX 78660 ",11152173,Routine Inspection,"['30.44565', ' -97.65066']",30.44565, -97.65066,30.4453428,-97.6507775
Hilton Garden Inn Austin,78759.0,2022-12-19,93,"11617 RESEARCH BLVD AUSTIN, TX 78759 ",11247252,Routine Inspection,"['30.41575', ' -97.74553']",30.41575, -97.74553,30.415186,-97.7441382
JuiceLand,78704.0,2022-12-19,95,"1625 BARTON SPRINGS RD AUSTIN, TX 78704 ",2802220,Routine Inspection,"['30.26241', ' -97.76239']",30.26241, -97.76239,30.2624399,-97.762504
Victorina's House Wings & More,78758.0,2022-12-19,94,"9306 N LAMAR BLVD AUSTIN, TX 78758 ",12395150,Routine Inspection,"['30.3619', ' -97.6977']",30.3619, -97.6977,30.3621522,-97.6986238
Two Hands,78704.0,2022-12-19,91,"1011 S CONGRESS AVE AUSTIN, TX 78704 ",12393371,Routine Inspection,"['30.25362', ' -97.7482']",30.25362, -97.7482,30.2534769,-97.7478877
Wax Myrtle's Club & Pool,78701.0,2022-12-19,86,"501 BRAZOS ST AUSTIN, TX 78701 ",12395835,Routine Inspection,"['30.26705', ' -97.74172']",30.26705, -97.74172,30.2667842,-97.7409721
Eureka,78701.0,2022-12-19,83,"200 E 6TH ST AUSTIN, TX 78701 ",11211482,Routine Inspection,"['30.26763', ' -97.74126']",30.26763, -97.74126,30.2678427,-97.7412401
Kismet Cafe,78751.0,2022-12-19,91,"1000 E 41ST ST AUSTIN, TX 78751 ",11704512,Routine Inspection,"['30.29805', ' -97.71896']",30.29805, -97.71896,30.2998377,-97.721412
7-Eleven Convenience Store # 38267H,78749.0,2022-12-19,95,"5000 W SLAUGHTER LN AUSTIN, TX 78749 ",12185971,Routine Inspection,"['30.20001', ' -97.86412']",30.20001, -97.86412,30.2000764,-97.8625095
Rock House Bar and Trailer Park,78732.0,2022-12-19,80,"6900 N FM 620 RD AUSTIN, TX 78732",12185755,Routine Inspection,,,,30.4025612,-97.8552186
La Superior Market #2 - Taqueria,78745.0,2022-12-19,78,"111 W WILLIAM CANNON DR AUSTIN, TX 78745 ",12396438,Routine Inspection,"['30.19319', ' -97.77956']",30.19319, -97.77956,30.1920296,-97.7796625
"Spec's Wines, Spirits & Finer Foods",78735.0,2022-12-19,94,"4970 W US 290 HWY AUSTIN, TX 78735 ",10007038,Routine Inspection,"['30.23367', ' -97.81904']",30.23367, -97.81904,30.2345623,-97.818524
Brush Country Food Mart,78749.0,2022-12-19,94,"6511 BRUSH COUNTRY RD AUSTIN, TX 78749 ",11973925,Routine Inspection,"['30.22358', ' -97.84091']",30.22358, -97.84091,30.223649,-97.8408983
"Iron Cactus, The",78701.0,2022-12-19,83,"606 TRINITY ST AUSTIN, TX 78701 ",2800833,Routine Inspection,"['30.2673', ' -97.73926']",30.2673, -97.73926,30.267401,-97.7394452
Wendy's #W128,78749.0,2022-12-19,95,"5000 W SLAUGHTER LN AUSTIN, TX 78749 ",11115652,Routine Inspection,"['30.20001', ' -97.86412']",30.20001, -97.86412,30.2000764,-97.8625095
Lakehills Grocery,78733.0,2022-12-19,95,"1500 N CUERNAVACA DR AUSTIN, TX 78733 ",2801959,Routine Inspection,"['30.33841', ' -97.86459']",30.33841, -97.86459,30.3385834,-97.8651636
Tino's Greek Cafe,78748.0,2022-12-19,82,"9901 BRODIE LN AUSTIN, TX 78748 ",10001509,Routine Inspection,"['30.18523', ' -97.84765']",30.18523, -97.84765,30.1847289,-97.8475384
PF - Pflutto's Tavern,78660.0,2022-12-19,95,"20205 FM 685 RD PFLUGERVILLE, TX 78660 ",12392620,Routine Inspection,"['30.48383', ' -97.58443']",30.48383, -97.58443,30.4837107,-97.5838601
PF - CVS Pharmacy ,78664.0,2022-12-19,97,"1301 W PFLUGERVILLE PKWY PFLUGERVILLE, TX 78664 ",12392793,Routine Inspection,"['30.47198', ' -97.64197']",30.47198, -97.64197,30.4717169,-97.6419694
Twin Peaks,78745.0,2022-12-19,93,"701 E STASSNEY LN AUSTIN, TX 78745 ",10080943,Routine Inspection,"['30.2', ' -97.77']",30.2, -97.77,30.198867,-97.7662081
Veronica Hood,78745.0,2022-12-19,100,"1606 W STASSNEY LN AUSTIN, TX 78745 ",12186629,Routine Inspection,"['30.2137', ' -97.79283']",30.2137, -97.79283,30.2083708,-97.7794193
Tino's Greek Cafe,78759.0,2022-12-19,85,"10515 N MOPAC EXPY AUSTIN, TX 78759 ",10107394,Routine Inspection,"['30.39198', ' -97.73307']",30.39198, -97.73307,30.3917981,-97.731575
Dollar Tree ,78704.0,2022-12-19,100,"4211 S LAMAR BLVD AUSTIN, TX 78704 ",10885060,Routine Inspection,"['30.234848', ' -97.794618']",30.234848, -97.794618,30.233984,-97.7925766
Mighty Fine Burgers Fries Shakes,78759.0,2022-12-19,96,"10515 N MOPAC EXPY AUSTIN, TX 78759 ",12394216,Routine Inspection,"['30.39198', ' -97.73307']",30.39198, -97.73307,30.3898539,-97.733112
Trudy's,78745.0,2022-12-19,79,"901 LITTLE TEXAS LN AUSTIN, TX 78745 ",12394032,Routine Inspection,"['30.19792', ' -97.76919']",30.19792, -97.76919,30.197302,-97.767046
PF - Rowe Xpress,78660.0,2022-12-19,82,"20205 FM 685 RD PFLUGERVILLE, TX 78660 ",12186648,Routine Inspection,"['30.48383', ' -97.58443']",30.48383, -97.58443,30.4842518,-97.5836252
Gekki LLC,78717.0,2022-12-19,78,"11301 LAKELINE BLVD AUSTIN, TX 78717 ",12394224,Routine Inspection,"['30.479897', ' -97.797927']",30.479897, -97.797927,30.47798,-97.8003864
PF - Holiday Inn Express,78660.0,2022-12-19,93,"18616 HILLTOP COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12395670,Routine Inspection,"['30.46743', ' -97.59969']",30.46743, -97.59969,30.467747,-97.600256
Neighborhood Goods,78704.0,2022-12-19,96,"1007 S CONGRESS AVE AUSTIN, TX 78704 ",12392661,Routine Inspection,"['30.25426', ' -97.74796']",30.25426, -97.74796,30.253956,-97.7477392
PF - Popeye's ,78660.0,2022-12-16,96,"1547 FM 685 RD PFLUGERVILLE, TX 78660 ",12392385,Routine Inspection,"['30.45218', ' -97.60421']",30.45218, -97.60421,30.4520577,-97.6037047
Austin Achieve Public Schools,78723.0,2022-12-16,97,"5908 MANOR RD AUSTIN, TX 78723 ",11356592,Routine Inspection,"['30.30728', ' -97.67952']",30.30728, -97.67952,30.3073171,-97.679957
Burnet Food Mart,78756.0,2022-12-16,91,"5300 BURNET RD AUSTIN, TX 78756 ",2803497,Routine Inspection,"['30.32591', ' -97.74']",30.32591, -97.74,30.3260402,-97.7399099
Panda Express ,78726.0,2022-12-16,92,"7710 N FM 620 RD AUSTIN, TX 78726 ",12392896,Routine Inspection,"['30.4108', ' -97.85039']",30.4108, -97.85039,30.4087175,-97.8522517
Chick-Fil-A Four Points,78726.0,2022-12-16,98,"7710 N FM AUSTIN, TX 78726",12392567,Routine Inspection,,,,30.4121085,-97.8504504
Almost Grown,78620.0,2022-12-16,97,"18901 HAMILTON POOL RD DRIPPING SPRINGS, TX 78620 ",11826728,Routine Inspection,"['30.28626', ' -98.06633']",30.28626, -98.06633,30.2863958,-98.0660198
PF - Canteen @ Costco  Breakroom,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392468,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4692192,-97.5912813
La Dulzura,78753.0,2022-12-16,95,"10601 N LAMAR AUSTIN, TX 78753 ",12395028,Routine Inspection,"['30.37459', ' -97.69005']",30.37459, -97.69005,30.3738432,-97.6882344
Pizzeria Sorellina,78669.0,2022-12-16,96,"23526 HWY W SPICEWOOD, TX 78669",11656262,Routine Inspection,,,,30.3874835,-98.0857467
McDonald's Restaurant at North Lamar,78753.0,2022-12-16,98,"9422 N LAMAR BLVD AUSTIN, TX 78753 ",11348389,Routine Inspection,"['30.36392', ' -97.69683']",30.36392, -97.69683,30.3641195,-97.6969578
La Michoacana Meat Market,78753.0,2022-12-16,90,"9308 N LAMAR BLVD AUSTIN, TX 78753 ",2804032,Routine Inspection,"['30.36221', ' -97.6983']",30.36221, -97.6983,30.3622758,-97.6983989
Bluebonnet School of Canyon Creek,78726.0,2022-12-16,97,"10321 BOULDER LN AUSTIN, TX 78726 ",10793927,Routine Inspection,"['30.42897', ' -97.83893']",30.42897, -97.83893,30.4292436,-97.8386317
Food Spot,78744.0,2022-12-16,88,"6607 S PLEASANT VALLEY RD AUSTIN, TX 78744 ",12186072,Routine Inspection,"['30.1791', ' -97.74695']",30.1791, -97.74695,30.1791849,-97.7466675
PF - Costco Wholesale /Deli,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392354,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4700539,-97.5916005
Dollar General Store ,78745.0,2022-12-16,96,"6800 WEST GATE BLVD AUSTIN, TX 78745 ",2803667,Routine Inspection,"['30.20911', ' -97.81566']",30.20911, -97.81566,30.2092475,-97.815751
La Michoacana,78753.0,2022-12-16,88,"9308 N LAMAR BLVD AUSTIN, TX 78753 ",2802495,Routine Inspection,"['30.36221', ' -97.6983']",30.36221, -97.6983,30.3622758,-97.6983989
Subway ,78731.0,2022-12-16,98,"3710 CRAWFORD AVE AUSTIN, TX 78731 ",12394874,Routine Inspection,"['30.30798', ' -97.74939']",30.30798, -97.74939,30.3079044,-97.7494745
Salt & Time Wine Shop,78702.0,2022-12-16,98,"1912 E 7TH ST AUSTIN, TX 78702 ",12395809,Routine Inspection,"['30.26255', ' -97.72117']",30.26255, -97.72117,30.2623986,-97.7208148
Bennu Coffee,78702.0,2022-12-16,90,"2001 E MARTIN LUTHER KING JR BLVD AUSTIN, TX 78702 ",10257417,Routine Inspection,"['30.28004', ' -97.7197']",30.28004, -97.7197,30.279812,-97.7196223
PF - Club Demonstration Services,78660.0,2022-12-16,99,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12186651,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4692192,-97.5912813
Hat Creek Burger Company,78756.0,2022-12-16,83,"5400 BURNET RD AUSTIN, TX 78756 ",10345923,Routine Inspection,"['30.32836', ' -97.7398']",30.32836, -97.7398,30.3283793,-97.7400346
BC - Chisos Grill,78738.0,2022-12-16,91,"12700 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",11482803,Routine Inspection,"['30.307712', ' -97.934779']",30.307712, -97.934779,30.3084089,-97.9381889
Donut Hub,78750.0,2022-12-16,89,"12129 N FM 620 RD AUSTIN, TX 78750 ",12185738,Routine Inspection,"['30.46169', ' -97.81753']",30.46169, -97.81753,30.4610878,-97.8167191
PF - Blackhawk Golf Club,78660.0,2022-12-16,94,"2714 KELLY LN PFLUGERVILLE, TX 78660 ",12392486,Routine Inspection,"['30.4652', ' -97.57835']",30.4652, -97.57835,30.4654197,-97.5781292
Holiday Inn Express,78759.0,2022-12-16,96,"10711 RESEARCH BLVD AUSTIN, TX 78759 ",11012704,Routine Inspection,"['30.39926', ' -97.7456']",30.39926, -97.7456,30.3980975,-97.7438951
Baylor Scott and White Hospital,78735.0,2022-12-16,96,"5245 W US 290 HWY EB AUSTIN, TX 78735 ",12186399,Routine Inspection,"['30.23613', ' -97.83485']",30.23613, -97.83485,30.2358362,-97.8344989
Stepping Stone School,78748.0,2022-12-16,99,"9405 BRODIE LN AUSTIN, TX 78748 ",2802293,Routine Inspection,"['30.19035', ' -97.84542']",30.19035, -97.84542,30.1900377,-97.8447324
7-Eleven Convenience Store ,78751.0,2022-12-16,90,"5101 N LAMAR BLVD AUSTIN, TX 78751 ",10155839,Routine Inspection,"['30.31879', ' -97.7305']",30.31879, -97.7305,30.3187855,-97.7301917
Circle K ,78751.0,2022-12-16,86,"3909 GUADALUPE ST AUSTIN, TX 78751 ",12186274,Routine Inspection,"['30.30414', ' -97.73729']",30.30414, -97.73729,30.3047529,-97.7365121
Jersey Mike's Subs,78751.0,2022-12-16,90,"4601 N LAMAR BLVD AUSTIN, TX 78751 ",11414167,Routine Inspection,"['30.31537', ' -97.73585']",30.31537, -97.73585,30.3149901,-97.7355064
PF - Costco Wholesale /Food Court,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392351,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4700539,-97.5916005
Hunan Lion Restaurant,78704.0,2022-12-16,86,"4006 S LAMAR BLVD AUSTIN, TX 78704 ",10988489,Follow-Up Inspection,"['30.23643', ' -97.79266']",30.23643, -97.79266,30.2372498,-97.7938027
Mango King,78753.0,2022-12-16,94,"10601 N LAMAR BLVD AUSTIN, TX 78753 ",11787350,Routine Inspection,"['30.37459', ' -97.69005']",30.37459, -97.69005,30.3738432,-97.6882344
Chili's Grill & Bar,78726.0,2022-12-16,90,"7710 N FM 620 RD AUSTIN, TX 78726 ",12394459,Routine Inspection,"['30.4108', ' -97.85039']",30.4108, -97.85039,30.41081,-97.85122
PF - Costco Wholesale /Bakery,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392355,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4700539,-97.5916005
Salt & Time Butcher Shop and Salumeria,78702.0,2022-12-16,85,"1912 E 7TH ST AUSTIN, TX 78702 ",10863629,Routine Inspection,"['30.26255', ' -97.72117']",30.26255, -97.72117,30.2626233,-97.7211072
PF - Costco Wholesale /Meat & Seafood,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392356,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4700539,-97.5916005
Jimmy Johns,78705.0,2022-12-16,93,"3203 RED RIVER ST AUSTIN, TX 78705 ",2802949,Routine Inspection,"['30.29121', ' -97.72704']",30.29121, -97.72704,30.2910536,-97.72667
Marcelino's LLC.,78702.0,2022-12-16,94,"901 TILLERY ST AUSTIN, TX 78702 ",11708903,Routine Inspection,"['30.26275', ' -97.70371']",30.26275, -97.70371,30.2625556,-97.7035355
OK Pizza & Ice Cream,78753.0,2022-12-16,97,"10601 N LAMAR BLVD AUSTIN, TX 78753 ",10262251,Routine Inspection,"['30.37459', ' -97.69005']",30.37459, -97.69005,30.3738432,-97.6882344
Taqueria Dos Amigos,78753.0,2022-12-16,89,"10601 N LAMAR BLVD AUSTIN, TX 78753 ",11796775,Routine Inspection,"['30.37459', ' -97.69005']",30.37459, -97.69005,30.3738432,-97.6882344
Austin Golf Club,78669.0,2022-12-16,94,"24900 W SH SPICEWOOD, TX 78669",2801719,Routine Inspection,,,,30.4080273,-98.0987038
Westlake High School,78746.0,2022-12-16,100,"3800 WESTBANK DR WEST LAKE HILLS, TX 78746",2801701,Routine Inspection,,,,30.275669,-97.8137948
"Grey Market, The",78701.0,2022-12-16,86,"501 BRAZOS ST AUSTIN, TX 78701 ",12395901,Routine Inspection,"['30.26705', ' -97.74172']",30.26705, -97.74172,30.2667604,-97.7412728
Thompson L2 Events Kitchens,78701.0,2022-12-16,94,"501 BRAZOS ST AUSTIN, TX 78701 ",12395990,Routine Inspection,"['30.26705', ' -97.74172']",30.26705, -97.74172,30.2669127,-97.7415972
Bowie H.S. Culinary Kitchen,78749.0,2022-12-16,96,"4103 W SLAUGHTER LN AUSTIN, TX 78749 ",2803191,Routine Inspection,"['30.18829', ' -97.85849']",30.18829, -97.85849,30.1863694,-97.8587262
PF - Costco Wholesale /Produce,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392353,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4700539,-97.5916005
Staybridge Austin NW,78729.0,2022-12-16,93,"13087 N US 183 HWY AUSTIN, TX 78729 ",11642622,Routine Inspection,"['30.44281', ' -97.77501']",30.44281, -97.77501,30.4409827,-97.7788299
PF - Costco Wholesale /Grocery,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392350,Routine Inspection,"['30.47012', ' -97.58987']",30.47012, -97.58987,30.4700539,-97.5916005
H Mart,78717.0,2022-12-15,72,"11301 LAKELINE BLVD AUSTIN, TX 78717 ",11854994,Routine Inspection,"['30.479897', ' -97.797927']",30.479897, -97.797927,30.4795513,-97.7987596
WL - Izumi Sushi,78746.0,2022-12-15,87,701 S CAPITAL OF TEXAS HWY NB UNIT E-550 WEST LAKE HILLS TX 78746 ,12395570,Routine Inspection,"['30.29214', ' -97.82818']",30.29214, -97.82818,30.2905199,-97.8260328
Thundercloud Subs,78704.0,2022-12-15,94,"2801 S LAMAR BLVD AUSTIN, TX 78704 ",2800841,Routine Inspection,"['30.24369', ' -97.78189']",30.24369, -97.78189,30.2435847,-97.7817701
Manor Food Mart #1,78723.0,2022-12-15,85,"6700 MANOR RD AUSTIN, TX 78723 ",10367499,Routine Inspection,"['30.31048', ' -97.66706']",30.31048, -97.66706,30.3106202,-97.6672491
Wheatsville Food Co-Op - Deli,78704.0,2022-12-15,89,"4001 S LAMAR BLVD AUSTIN, TX 78704 ",11011932,Routine Inspection,"['30.23616', ' -97.79247']",30.23616, -97.79247,30.2355801,-97.790999
"Central Texas Food Bank, The",78744.0,2022-12-15,99,"6500 METROPOLIS DR AUSTIN, TX 78744 ",11526234,Routine Inspection,"['30.20319', ' -97.70959']",30.20319, -97.70959,30.2034364,-97.7102731
Marco's Pizza,78759.0,2022-12-15,95,"11011 RESEARCH BLVD AUSTIN, TX 78759 ",10905433,Routine Inspection,"['30.40346', ' -97.74477']",30.40346, -97.74477,30.403646,-97.744906
PF - Pflugerville Donut,78660.0,2022-12-15,97,"1616 FM PFLUGERVILLE, TX 78660 ",12186591,Routine Inspection,"['30.45368', ' -97.60335']",30.45368, -97.60335,30.4538089,-97.6040093
Chess Club (Flying House LLC),78701.0,2022-12-15,95,"617 RED RIVER ST AUSTIN, TX 78701 ",12395726,Routine Inspection,"['30.26729', ' -97.73691']",30.26729, -97.73691,30.2672534,-97.7366833
WL - Juiceland,78746.0,2022-12-15,96,701 S CAPITAL OF TEXAS HWY NB UNIT E-580 WEST LAKE HILLS TX 78746 ,11113295,Routine Inspection,"['30.29214', ' -97.82818']",30.29214, -97.82818,30.2905378,-97.8261277
WL - Austin's Pizza,78746.0,2022-12-15,92,"3638 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",12392972,Routine Inspection,"['30.27888', ' -97.80636']",30.27888, -97.80636,30.2798771,-97.8052891
Amy's Ice Creams,78704.0,2022-12-15,95,"2901 S LAMAR BLVD AUSTIN, TX 78704 ",10516514,Routine Inspection,"['30.24315', ' -97.7825']",30.24315, -97.7825,30.2430587,-97.7823855
Mexican American Cultural Ctr - COA Pks & Rec.,78701.0,2022-12-15,98,"600 RIVER ST AUSTIN, TX 78701 ",10045457,Routine Inspection,"['30.25794', ' -97.7396']",30.25794, -97.7396,30.2581563,-97.7400431
PF - Lazydaze Counter Culture & Coffeehouse #7,78660.0,2022-12-15,86,"1202 FM 685 RD PFLUGERVILLE, TX 78660 ",12392769,Routine Inspection,"['30.44658', ' -97.60751']",30.44658, -97.60751,30.4470354,-97.6081601
PF - Panda Express # 1872,78660.0,2022-12-15,97,"18600 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392990,Routine Inspection,"['30.46553', ' -97.59761']",30.46553, -97.59761,30.4655426,-97.5980163
La Cocina De Consuelo,78756.0,2022-12-15,88,"4516 BURNET RD AUSTIN, TX 78756 ",12393309,Routine Inspection,"['30.31586', ' -97.74129']",30.31586, -97.74129,30.3160834,-97.7414245
PF - Rollie Rolls,78660.0,2022-12-15,93,"1101 W PECAN ST PFLUGERVILLE, TX 78660 ",12186645,Routine Inspection,"['30.44383', ' -97.62926']",30.44383, -97.62926,30.4434665,-97.6294267
WL - P. Terry's Burger Stand,78746.0,2022-12-15,86,701 S CAPITAL OF TEXAS HWY NB UNIT H WEST LAKE HILLS TX 78746 ,10771894,Routine Inspection,"['30.29214', ' -97.82818']",30.29214, -97.82818,30.2910553,-97.8266451
Moreliana Meat Market,78744.0,2022-12-15,80,"5405 S PLEASANT VALLEY RD AUSTIN, TX 78744 ",11674086,Routine Inspection,"['30.19352', ' -97.7446']",30.19352, -97.7446,30.1934233,-97.7441019
Metcalf BBQ,78703.0,2022-12-15,93,"1621 W 5TH ST AUSTIN, TX 78703 ",12026239,Routine Inspection,"['30.27463', ' -97.76506']",30.27463, -97.76506,30.2744598,-97.7650501
2 N 1 Salad Bar And Grill,78758.0,2022-12-15,97,"901 W BRAKER LN AUSTIN, TX 78758 ",12394814,Routine Inspection,"['30.38267', ' -97.68889']",30.38267, -97.68889,30.3823004,-97.689382
Hoffbrau,78701.0,2022-12-15,82,"613 W 6TH ST AUSTIN, TX 78701 ",2800453,Routine Inspection,"['30.26981', ' -97.7491']",30.26981, -97.7491,30.2697311,-97.7491894
CVS Pharmacy ,78754.0,2022-12-15,97,"1701 E PARMER LN AUSTIN, TX 78754 ",10006741,Routine Inspection,"['30.38627', ' -97.64827']",30.38627, -97.64827,30.3859917,-97.6483351
Eastside High School,78702.0,2022-12-15,100,"901 NEAL ST UNIT A AUSTIN, TX 78702 ",12395210,Routine Inspection,"['30.26854', ' -97.70973']",30.26854, -97.70973,30.2688727,-97.7093574
AA Foodmart #2,78723.0,2022-12-15,84,"6649 MANOR RD AUSTIN, TX 78723 ",12186104,Routine Inspection,"['30.30978', ' -97.66753']",30.30978, -97.66753,30.3096677,-97.6673272
BBG's,78701.0,2022-12-15,93,"214 E 6TH ST AUSTIN, TX 78701 ",10304661,Routine Inspection,"['30.26747', ' -97.74068']",30.26747, -97.74068,30.2676276,-97.7408343
"WL - Tacodeli V, L.L.C.",78746.0,2022-12-15,96,701 S CAPITAL OF TEXAS HWY NB UNIT E-590 WEST LAKE HILLS TX 78746 ,11144765,Routine Inspection,"['30.29214', ' -97.82818']",30.29214, -97.82818,30.2924007,-97.8250615
Choo Sando,78756.0,2022-12-15,96,"5222 BURNET RD AUSTIN, TX 78756 ",12397317,Routine Inspection,"['30.3243', ' -97.73995']",30.3243, -97.73995,30.3246506,-97.7403971
Jacoby's Austin - Catering Kitchen,78702.0,2022-12-15,93,"3235 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11207649,Routine Inspection,"['30.25175', ' -97.70739']",30.25175, -97.70739,30.2515086,-97.7073364
Galaxy Cafe,78703.0,2022-12-15,86,"1000 WEST LYNN ST AUSTIN, TX 78703 ",10001511,Routine Inspection,"['30.27927', ' -97.75978']",30.27927, -97.75978,30.2793981,-97.7600686
PF - Krab Kingz,78660.0,2022-12-15,89,"1202 FM PFLUGERVILLE, TX 78660 ",12392301,Routine Inspection,"['30.44719', ' -97.60711']",30.44719, -97.60711,30.4465198,-97.6080034
Freebirds,78751.0,2022-12-15,90,"1000 E 41ST ST AUSTIN, TX 78751 ",10069521,Routine Inspection,"['30.29805', ' -97.71896']",30.29805, -97.71896,30.2995746,-97.7213348
Ranch 616,78701.0,2022-12-15,88,"616 NUECES ST AUSTIN, TX 78701 ",2801490,Routine Inspection,"['30.27039', ' -97.74816']",30.27039, -97.74816,30.270465,-97.7483962
Billy's on Burnet,78756.0,2022-12-15,87,"2105 HANCOCK DR AUSTIN, TX 78756 ",2802504,Routine Inspection,"['30.3221', ' -97.73972']",30.3221, -97.73972,30.321987,-97.739792
WL - Texas Honey Ham,78746.0,2022-12-15,92,"3736 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10002745,Routine Inspection,"['30.2803', ' -97.80759']",30.2803, -97.80759,30.2807342,-97.8070777
PF - Best Western Plus Pflugerville Inn & Suites,78660.0,2022-12-15,98,"16101 IMPACT WAY PFLUGERVILLE, TX 78660 ",12397030,Routine Inspection,"['30.4223', ' -97.5905']",30.4223, -97.5905,30.4220094,-97.5899541
JMB Catering LLC,78745.0,2022-12-15,100,"1606 W STASSNEY LN AUSTIN, TX 78745 ",12393947,Routine Inspection,"['30.2137', ' -97.79283']",30.2137, -97.79283,30.2136846,-97.793051
"PF - Human Bean, The",78660.0,2022-12-15,98,"105 REX KERWIN CT PFLUGERVILLE, TX 78660 ",12394142,Routine Inspection,"['30.44408', ' -97.62811']",30.44408, -97.62811,30.4437846,-97.6282587
